Text;Sentiment
Bagus;2
Mengasyikkan bisa keliling sekitaran candi borobudur naik vw bersama keluarga atau teman,bisa melihat keindahan alam dengan view pegunungan menoreh, bisa juga mengunjungi tempat² khas tradisional, biaya terjangkau bisa patungan ??,driver tentunya ramah;2
Tempat yang indah untuk menikmati liburan di Dekat Borobudur, Jawa Tengah;1
Sangat bersemangat berkeliling desa sambil berfoto dengan VW Safari, ini adalah pelarian yang luar biasa ??????;2
pemandunya ramah-ramah, keliling borobudur melewati persawahan dengan sopt spot yang keren, seru dan berkesan;2
sangat rekomended buat refresing;2
Bagus;2
Foto2 bagus,  jago juga supir vw nya;2
Recomded operator;2
Pelayanan ramah, dikantong hemat;2
recomended;2
Vw tour borobudur paling mantap, supirnya ramah dan dapat menjelaskan dengan detail;2
wisata keliling borobudur;1
Drivernya sekalian jadi juru foto, mantap....;2
"Salah satu destinasi UMKM di Magelang yang menawarkan produk rengginan dan berbagai cemilan lainnya.

Wisatawan dapat mempraktikkan secara langsung bagaimana proses pembuatan rengginan mulai awal sampe siap di makan. Saatnya UMKM naik kelas??????";1
Driver ramah pelayanan menyenangkan;2
Pengalaman baru;1
Kalau sudah pernah ke borobudur tapj bingung mau ngapain lagi, ini harus dicoba banget sih vw tur, seru. Kemarin pilih ke tempat pembuatan rengginang, seru jd tau bikinnya gimana. Trus disuguhin free snack. Mana semuanya enak2 muraaah.;2
"seru juga
bagus bagus ve we nya";2
Pelayanan ramah;2
Pelayanan super ramah. Penjelasan proses produksi rengginang sangat jelas. Bisa ikut praktek membuat pula..;2
Ternyata ada rengginang seenak ini selain di Betawi. Cara masak nya pun masih otentik. Pake kayu bakar.;1
Gurih enak murah;2
Macam2 kletikan yang enak2 semuanya;1
Apik;2
Tempat setrategis parkiran luas;2
Destinasi wisata kuliner yang pas untuk beli oleh-oleh dari Jogja, banyak pilihan dengan harga terjangkau;2
"Tamu wisata pasti senang klo diajak kesini..
Ada edukasi mengenai pembuatan rengginang juga mencicipi prodouk2nya juga bisa belanja buat oleh-oleh dengan harga yang sangat terjangkau";2
Umkm terus mengeliat, bagus utk wisata kuliner;1
"Edukasi tradisi makanan Jawa

??????";2
Menyukainya, makanan ringan yang sangat enak, pemilik yang baik.;2
Enak;2
Mantabs Bos Ku;2
Tempat strategis 300meter dari candi borobudur;2
Bisa belanja sekaligus belajar;1
"Wisata edukasi pembuatan rengginang
Tersedia aneka olahan ketan
Disediakan icip-icip dan teh hangat manis
Diberikan informasi detail dari pihak UMKM
Untuk akses ke lokasi bisa datang sendiri swadaya atau bisa sewa mobil VW di pusat tourism Borobudur
Tersedia juga tour guide yang menunjukkan destinasi wisata edukasi lainnya";1
Enak renyah, bahan2nya dijamin halal dan higenies bikin dedeuin tak bisa berhenti ngemil;2
joss gurih;2
Nice, traditional hand made ??????;2
Girih renyah enak polll...;1
Rengginannya sangat enak dan gurih...makanan lainnya juga ada kerupuk dan bermacam macam kripik rasanya lumayan enak;2
Menyenangkan banget. Ibu2 nya semua ramah banget. Teh nya enak. Snack2nya juga enak ??;2
Enak ..buatan sendiri.... monggo dilarisi;2
Enak;2
Enak poll;2
"Berkunjung ke UMKM BU YATIN olahan produk rengginang bersama pegawai RS. Bhayangkara Semarang menggunakan angkutan VW wisata.
Bisa juga jajan pedagang di sekitaran sini.
Mantab dan keren.";1
Enak banget reginangnya;1
"UMKM banyak pilihan makanan kecil...
Kebetulan kami tiba sdh lewat Isya, tp tetap d layani dg ramah & baik
Semoga smakin maju...";2
"Rangkaian destinasi yang ditawarkan VW Wisata Borobudur (kami menggunakan vwnalnil_real /instagram) dan rengginang bu yatin merupakan destinasi kedua setelah Ashfa Madu.

Rengginang Bu Yatin merupakan umkm sekitaran Desa Borobudur yang menyajikan langsung bagaimana proses pembuatan rengginang dan snack desa lainnya yang dapat kita beli untuk oleh-oleh.

Terdapat welcome drink dan tester snack yang jual. Owner dan staff super ramah dan helpful.";2
"Adanya wisata vw tu bener bener mengangkat umkm ya, ga cuma buat yg sudah punya toko atau rumah produksi tapi juga penjual2 yg ngelaprak di depan rengginan ini.

Disini belajar bikin rengginan, untuk ibu2 yg nasi di rumah suka nyisa, bisa coba dipraktekkan. Waktu kesini, pengunjung cukup ramai (kami berkunjung hari sabtu). Selain bisa mengikuti proses pembuatannya, disini juga dijual berbagai cemilan yg harganya cukup terjangkau.";2
Rengginang bu yatin bljar cra buat rengginang, jual snack2;1
keren pelayanan ramah;2
Staf sangat baik.  Jika Anda membeli dari toko lokal mereka, Anda sebenarnya mendukung bisnis dan ekonomi lokal.  Mereka menawarkan teh gratis baik panas maupun dingin dan penguji gratis untuk makanan ringan.  Secara keseluruhan, lingkungannya  sangat ramah.  Bersulang!;2
Mengingatkan kisah lama, nyandiing toples rengginang..;1
"Cemilan khas daerah yang banyak dan enak enak loh..
Teman teman wajib banget berkunjung kesini ya..
Anda bisa kesini dengan menggunakan VW safari ya .

Enak makan cemilan sambil minum teh hangat yang sediakan oleh pemilik usaha..
Wajib banget kalian kesini..";2
Bagi yang mau hunting berbagai jenis keripik, saya rekomen. Harga juga ramah kantong rata2 15K each. Disediakan welcome drink (teh) dan ada juga tester. Jika anda ingin mendukung salah satu usaha umkm yang sedang digalakkan di daerah Jateng, inilah salah satunya.;1
Disini kita langsung praktek membuat rengginan dari mulai beras ketan, bumbu hingga bentuk rengginan yang sudah kita kenal. Pengunjung bisa bersantai sambil minum teh serta mencicipi berbagai jenis penganan yang tersedia sepuasnya..;1
Mantap , rengginangnya enak, dan ini salah satu umkm terbaik di borobudur , sukses selalu;2
Pertama kita lihat pembuatan rengginang, trus boleh leyeh2/rehat ambil teh panas, dan di meja udah disediakan aneka kletikan/camilan rengginang mini, sejenis keripik singkong, dan keripik2 lain. Habis tuh boleh belanja camilan mulai dari 15K s.d. 30K... Menurutku sih murah, wajar, terjangkau lah;1
Enak;2
Cara yang bagus untuk mengunjungi Borobudur dan desa-desa di sekitarnya, kami pergi dari jam 2 siang sampai matahari terbenam itu sempurna (matahari sudah rendah sehingga perjalanan tanpa atasan sangat menyenangkan!);2
"Tempat penjualan oleh2 khas magelang homemade sekaligus pelanggan bisa mencoba praktek mencetak rengginang
Disediakan teh panas dan tester rengginang dan cemilan lain secara gratis untuk pengunjung";1
tempat yang bagus untuk menikmati liburan Anda dengan membuat rengginang sendiri. rengginang adalah makanan tradisional dari Jawa Tengah.;1
Tempat wisata edukasi kearifan lokal yang merupakan tempat produksi rengginan. Tempat sepertinya ideal untuk jumlah pengunjung maksimal 100 siswa atau pengunjung dalam satu waktu. Penjelasan cukup singkat tentang cara produksinya. Tempat ini bisa juga untuk tempat mencari oleh-oleh khas Magelang.;1
"Rengginang lokal rasa internasional. Semakin yakin kalo produk kampung tuh rasanya gak kalah sama produk luar.

Btw kita juga bisa praktek buat rengginangnya loh. Plus ngeliat gimana dapurnya plus mencicipi beberapa produknya ditemani teh anget.";1
"Harganya murah bisa melihat langsung cara produksi Rengginan .
Tersedia teh dan cemilan gratis sebagai sajian buat Tamu ( Calon pembeli).";1
Enak rengginangnya, empuk n gurih harga terjangkau;2
"Serangkaian dengan VW tour...mampir sini buat beli oleh2 macam2 Snack ...dapat suguhan teh hangat dan berbagai cemilan ...bisa belajar cetak rengginang sama ibu2 disana...yg sulit ditemukan ditempat lain adalah Kripik Pegagan...rasanya enak dan kemasan nya aman...gak takut melempem ?? wajib dikunjungi....ayo visit Magelang ??
#visitMagelang";2
Kesini karna ikut VW tour , dan naksir berat sama cemilan disini , nuansa nya kaya lagi main kerumah nenek banget , aku minum teh abis 3 gelas disini teh ny enak banget , harga keripik² dan rengginang nya jg murah cuma 15rb an , dan semua ada tester yg di taruh di meja utk kita nikmati sambil seruput² teh nya .;2
Bisa wisata sambil naik VW dan mampir membeli rengginan borobudur asli;2
Tempat yang bagus untuk dikunjungi & untuk membeli rengginan dan makanan ringan lainnya;2
Terlalu ramai, kurang nyaman;0
Jajan nya enak dan murah;2
Gurih & renyah;1
Bagus menarik, sayang waktu ke sana lagi rame;2
Enak rengginang gurihnya. Tempatnya juga suasana desa yg masih asri.;2
Murah meriah;2
Uenaaaaaak.... Bisa ikut belajar bikin bikinnya;2
Bisa melihat langsung proses pembuatan rengginannya. Harga macam-macam snack juga affordable ????;2
Kak mw beli utk dijual lagi apakah bisa? saya diluar daerah k boleh minta no WA yg bs dihubungi? mksh sblm dan sesudahnya;1
Lumayan enak,harga terjangkau , disuguhi minuman dan  cemilan.;2
Rengginan Bu yatin : sangat .. sangat.. spesial(terutama yg gurih);2
Ke sini sebagai rangkaian wisata dengan vw safari di sekitar borobudur. Rengginannya enak;1
Rengginan nya enak, bisa lihat proses buat dan nggorengnya. Toko sementara masih kecil, sehingga kalau ada rombongan akan susah milih barang. Pelayan kasir lambat untuk proses bayar . Tempat parkir juga nggak begitu luas, susah kalau bawa bus ukuran sedang apalagi yang besar.;1
Rengginangnya enak & renyah, yang mau belajar bikinnya juga bisa, tersedia bermacam-macam tester makanan dan disediakan teh panas juga;1
Joz;2
Berkunjung kesini wktu wisata vw, org2nya ramah2;2
diolah dgn cara tradisional   ...yg enak rengginang manis 20k sebungkus siap saji.;1
Datang ke tempat ini bersama rombongan pada kamis sore di 8 Desember 2022. Melihat proses pembuatan berbagai makanan tradisional disana. Suguhan teh hangat free flow pun tersedia. Harga terjangkau, pelayan ramah, dan bagi pengunjung yang belum terbiasa dengan camilan tradisional, disediakan tester disana.;1
Enak semuanya.....penjualnya ramah....mantul...sehat dan lancar rejekinya nggeh buuuu;2
Salah satu tujuan dari vw Borobudur;2
"Salah satu UMKM di Magelang, menjual aneka kue kering khas Magelan, dan kerajinan tangan khas Magelang.
Di toko ini  terdapat bermacam macam tester kue kering dan teh tawar panas yang dapat kita nikmati secara gratia.";1
skala rumahan masih menggunakan alat tradisional, cita rasa otentik, wisata industri panganan tradisional;1
Enak² harga makanan serba 15ribuan..;1
Pusat rengginang dan jajanan lain;1
Lengkap dan murah;2
Tempat produksi & jualan rengginang & kawan-kawannya. Otentik dan sederhana. Ada sample snack yg baru di goreng & teh tawar panas gratis.  Gut.;1
"Tempatnya asiikk
Bisa ikut membuat dan foto2";2
Emang special sih gurihnya cocok buat oleh2;2
Seniornya rengginang;1
Kerenn banget wahana edukasi kampung wisata yang harus banyak di kembangkan didaerah lain;2
Tempat produksi rengginang bisa beli juga. Bisa bayar dg QRIS dan tunai.;1
Rengginang langsung dr tempat produksinya... Boleh mencicipi berbagi menu jajanan sepuasnya sebelum membeli;1
Lumayan buat oleh2 hehe;1
"Salah satu unit UMKM yang dikunjungi dalam rangkaian touring VW.
Rumah produksi cemilan khas setempat. Pemilik menyediakan sample sebagai tester bagi pengunjung, memudahkan kita belanja sesuai dgn selera.";1
Oooooookeee;1
Gurih...enak;1
Mantapppp ??????;2
Enak & murah sekalian bisa liat cara bikinnya;2
Melihat secara langsung proses pembuatan Rengginan.. Silahkan di coba dulu sebelum di beli.. tempat nya oke juga.. Ramah itu sudah pasti karena org Jawa selalu ramah2;2
Bisa melihat proses pembuatan rengginang,,, karyawan yg Ramah, gratis teater Makanan ringan & air minum;2
"Konsep warungnya joss, menghidupkan ekonomi rakyat, memberdayakan masyarakat untuk ttp eksis ditengah gempuran tempat wisata yang menjamur.
Rengginang enak, banyak, orang2 nya ramah, suguhannya juga banyak";2
Rengginang ketan;1
Tradisi sedaaap;1
"Aneka produk cemilan nya enak
Sayangnya tempat kurang luas,Krn kalo kesini hari libur,berdesak desakan jd kurang nyaman.";0
Tempat produksi dan belanja oleh-oleh khas rengginang dan makanan camilan tradisional lainnya. Enak,harga wajar. Berkunjung kesini ketika ikut wisata Tour VW Borobudur. Disini kita juga bisa melihat proses produksi camilan rengginang;1
Ramah,  enak, bisa belajar langsung;2
Rengginangnya enak, ga keras, dan harganya lebih murah dibandingkan dengan toko oleh2.. Recomended buat yg suka cemilan klasik;2
Salah satu UMKM yang bergerak di bidang makanan ringan, yaitu rengginan, jajanan tradisional ini sudah diproduksi oleh Bu Yanti sejak 1996 dan masih berkembang hingga sekarang, disini kita bisa mencoba langsung membuat rengginan dan mencicipi semua kripik yang diproduksi disini, serta kita dijamu dengan ramah, sangat cocok untuk edukasi. Ayo bersama-sama kita dukung untuk memajukan UMKM di Indonesia.;1
oleh oleh dan edukasi rengginan borobudur;1
Rengginang nya bermacam rasa, semuanya ok;1
Renyah, gurih, enak, mantap;2
Senang bisa bertemu langsung dengan pemiliknya dan ramah;1
Nice food;2
Ke sini menggunakan VW borobudur. Bisa mencoba mencetak rengginan di sini. Banyak pilihan jajanan, yg enak menurut saya: kripik getuk dan rengginan. Pemilik ramah, disediakan teh hangat dan camilan. Rasanya seperti berkunjung ke rumah nenek.;2
Tempat yg sederhana, bisa belajar cara buat rengginang, langsung dari dapur, proses produksi, pengasapan, goreng dan packaging.. Asyik;1
Rengginang nya enak, ada berbagai varian rasa, ibunya juga ramah;2
"Pemiliknya ramah tamah dalam menyambut tamu
Harga produk bersahabat";2
Tempat belajar membuat rengginang.;1
enak ...diproduksi secara tradisional;1
Asyik bisa lihat langsung pabriknya;2
Nyaman dan sangat menyenangkan karena di handle crew yg profesional dan di bekali asuransi perjalanan;2
Baik;2
Recommended kalo pas wisata di jogja Borobudur sewa jeep juga murah , untuk pelayanan dan sopir juga asik , pokoknya the best ?? …;2
Banyak pilihan tempat nginep, di balkondes di sekitar Borobudur. Banyak pilihan paket wisata yang bisa diambil sesuai dengan selera, mau naik jeep, naik VW, atau naik sepeda.;1
asyik banget.. cuaca pas agak mendung..;2
Pengalaman asyyikkk.. Unik... bisa belajar membatik, membuat gerabah juga.. Pake VW pemandangan wowww... ternyata.. Makasih.. next agendakan lg.. Temen2 pada kepo.. ??????;2
asyiikknyaa keliling pake VW.. habis itu Rafting... next Agendakan lagi;2
Mantap..suatu saat saya datang;1
Tempat yg strategis mudah di jangkau,, dan Seru sekali keliling susur desa pakek motor klasik;2
Tempatnya recomen banget, strategis deket candi borobudur mantap banget deh pokoknya;2
Unitnya bagus², ownernya pun ramah asik Ga mengecewakan dan recomended pokonya ?? …;2
Tempat yg strategis dan pelayanan yg bagus sangat rekomendasi;2
Recomen banget deket sama candi borodur???? …;2
Clasik asyik;2
Alhamdulillah saya dan teman-teman merasa puas,saya infokan ke teman kami;2
Alhamdulillah pelayanan yang baik;2
Hari libur umum...;1
Mantab;2
Mantap mamtap;2
Pelayanan mantap, driver muda2 semua;2
Cocok utk liburan jalan jalan sama ayang..;1
Memuaskan Mengutamakan pelayanan;2
Pelayanan nya ramah. Rekomendasi;2
Tempat nyaman ,parkir luas aman Yg pasti ,memudahkn untuk parkir;2
Lumayan puas jauh2 dr TUBAN Jawa timur;2
"Sangat memuaskan.. Drivernya juga seru"" Baik"" ... Recomended banget deh.. ?????? …";2
Worthh it to tryy, sangat recomended untuk menikmati liburan lebih asyikk bersama keluarga, teman, pasangan, dkk.???? …;2
Sangat puas perjalanan wisata;2
Okey abizz;2
Asyiknya liburan dimagelang terutama disekitaran candi borobudur.bisa sewa vw safari untuk keliling desa dan mengunjungi destinasi² wisata maupun edukasi UMKM juga tidak ketinggalan spot² foto perbukitan menoreh;2
Perjalanan asik driver ramah ?? …;2
Ramah sekalii;2
Asik banget, nyesel deh klo gak coba...;2
tour geuide nya ramah,sabar dan telaten mendampingi kami selama trip berlangsung?? jangan ragu jalan² keliling desa Borobudur pakai Vw Arupadhatu Borobudur yaa …;2
pelayanannya sangat baik dan pemandunya menjelaskan setiap detail tempat yang di kunjungi?? …;2
Asyik;2
Mantapp;2
Pelayanan maksimal;2
Nyamann boy;2
Pelayaran top???????????? …;2
Asik banget naik vw nya jadi pengen terus;2
Tripnya seru banget ?? driver nya jg sangat membantu foto foto dan menjelaskan setiap sudut borobudur??pokoknya gak nyesel trip ke vw borobudur?? …;2
Pelayanan yang sangat memuaskan.. driver ramah dan juga pintar ambil foto;2
Mantap....istimewah. pelayanan sippp humble jooss markotop Berbagi ilmu juga sangat sangat puas?????? Trims mas Eko salam buat semua …;2
Jalan2 ke borobudur jangan lupa naik vw safari keliling pedesaan disekitaran borobudur. Ada banyak spot2 foto yg asyik dan keren looohh;2
Jalan2 yg sangat menyenangkan,, berkeliling desa wisata disekitaran candi borobudur dengan naik mobil vw safari.. Lingkungan yg asri warga yg ramah;2
Mantap sekalii;2
Perjalanan yang menyenangkan menggunakan VW Wisata Magelang dan pelayanannya juga ramah ???? …;2
Kalo anda ingin sewa mobil vw untuk wisata dimagelang ini adalah tempat yg tepat;1
owner nya ramah ? 100;2
mantap pelayanan 10/10;2
owner dan supirnya ramah ramah, destinasi wisatanya juga banyak pilihannya..;2
Pelayanannya bagus, supirnya ramah :);2
solid;1
Mantap;2
Recommended Untuk kebutuhan wisata di Borobudur dan sekitarnya.. Bintang lima buat semua layananya.. Sukses selalu buat VW Borobudur travelling;2
Pelayanan sangat memuaskan, drivernya juga ramah..;2
Mas driver nya jago foto in, mantapp;2
Pengalaman yang menyenangkan?? Terimakasih @vwborobudurtravelling?? Recoment banget …;2
Ramah, sangat informatif, sangat direkomendasikan...melewati spot pemandangan alam serta menambah wawasan karena melewati lokasi bersejarah disekitar candi borobudur;2
Recomended untuk yang ingin menikmati wisata alam pedesaan, dengan bersepeda onthel Salam dari bandung Makasih untuk trip nya dengan Borobudur bagus dan mas arin guide nya;2
Kesabaran tour guide nya setebal buku sejarah, recommended bangettt???? …;2
Sangat amat baik dari berbagai aspek yang diberikan....;2
Pengalaman yang edukatif ,pelayanan dan guide juga sangat informative;2
Rekomendasi tour dan travel borobudur;2
pengalaman seru wisata di Borobudur dengan borobudurbagus;2
mantapppp kaka2 nya baik rekomend deh;2
Salah satu mitra terbaik kami;2
Pelayanan sangat memuaskan;2
sangat ramah;2
Keren;2
Nyaman terpercaya ontime lagi;2
drivernya ramah;2
mobilnya bagus, drivernya rapiii;2
driver nya sgt ramah, liburan jadi asikk;2
Drivernya rapi ganteng ramah mobilnya juga bersih!! next trip kesini lagi!;2
the bestt poll, supir ramah, pilihan warna VW banyak dan yang paling joss service nya jempol lima ???????????????????? …;2
"Spot fotonya bagus""..pokoknya istimewa..";2
Saya sendiri sebagai driver unit selalu merawat dan memastikan kebersihan unit untuk memberikan kenyamanan bagi tamu keluarga, untuk tamu partai besar kami ada komunitas yang selalu siap melayani juga dengan driver yang berpengalaman, sopan ramah dan wajib rapi yang siap memberikan pelayanan yang maksimal. Karena komitmen kami pelayanan adalah prioritas dan tamu bahagia. Terimakasih ????;2
Pengalaman yang menyenangkan naik VW safari keliling desa Borobudur....... Selain drivernya ramah dan berpengalaman unitnya pun bersih, sangat rekomendasi pokoknya. Tidak mengecewakan ???????????? …;2
rekomendasi banget buat yang lagi cari wisata di daerah borobudur mantep pokoknya;2
Melayani dengan sepenuh hati dan driver nya pun ramah rapi dan sopan ???;2
Naik mobil VW safari bersama duta menoreh sangat menyenangkan sekalian liburan juga dapet pengetahuan sejarah tentang desa wisata borobudur;2
Trimakasih vw duta menoreh sudah mengantar kami keliling desa wisata borobudur sangat menyenangkan, next time ?? …;2
Amanah banget baguss next order lagi buat naik vwnya ???? …;2
Pengelola ny sangat bagus, sangat interaktif bersama team driver2 vw, pelayanan istimewa dengan senyum selalu berkomunukasi dengan tamu. Semua tamu yang saya bawa selalu puas tidak pernah kecewa. Jaya selalu team VW GRS, sukses selalu mbak Kiky;2
Area parkir kendaraan cadangan (sementara) untuk wisatawan yang berkunjung ke borobudur ;1
Drivernya ganteng2 juga ramah puas naik vw di grs.;2
Lokasinya strategis, parkir luas, Deket candi Borobudur pula, banyak homestay dan hotel2 yg nyaman lagi. Wes pokoke ora angel koyo kowe ?????? …;2
Pol mantep banget tempat parkirnya mudah di jangkau driver amah ramah terimakasih pelayanan nya sukses terus;2
Tempat yg strategis mudah terjangkau parkiran nya juga luas ,,sukses terus ya kak?;2
The best pokoknya untuk crew vw grs;2
Mantap nih bosku ???? …;2
Mantap sekali;2
Sangat rekomen banget;2
Mantap;2
Recomen banget???????? …;2
Sebuah lapangan rumput hijau di dekat Candi Borobudur dengan pemandangan indah ke arah Pegunungan Menoreh, dihiasi pepohonan eksotis dan latar belakang foto. Tempat ini populer sebagai pemberhentian tur VW klasik di Jl. Badrawati di Tuksongo, Kecamatan Borobudur, Kabupaten Magelang, Provinsi Jawa Tengah.;1
Direkomendasikan bagi keluarga untuk merencanakan rekreasi di sekitar Candi Borobudur.;2
Tempatnya luas viee nya bagus pemandangan alam yang sempurna;2
Sangat baik;2
seru banget naik vw nya banyak view yg indah dan bisa berkunjung ke beberapa tempat wisata juga UMKM setempat jadi banyak pilihan oleh oleh yg bisa kita beli, drivernya ramah,bawa vw nya enak, setiap kita bertanya apapun dibantu dengan sangat baik, ada paket paketnya sehingga bisa sekalian dpt snack,drink bahkan lunch, thankyou naik vw borobudur ?;2
Keliling naik VW di Borobudur memang asik,terimakasih mas;2
Terimakasih mas,,,next time bawa rombongan yaa...;2
"Spot""nya foto emang bagus,,,semoga tahun depan bisa berkunjung ke borobudur lagi?? Bisa naik vw safari keliling desa?? …";2
pelayanannya sangat ramah,,,kalau main keborobudur harus coba naik vw safari,;2
sopirnya baik,ramah jadi pengen ke Borobudur lagi?? …;2
Seru sekali, pemandangan desanya indah banget ditambah spot wisata yang menarik;2
liburan yang menyenangkan. dgn driver yang ramah dan lucu;2
Jadi pengen naik vw lagi kak?????? …;2
Naik mobil klasik emang seru?? …;2
Pelayanannya sangat ramah,mantapp betull ?????? …;2
Sangat Menyegarkan;2
Selalu asyik naik VW , keliling desa di daerah Borobudur Magelang .. ada paketan juga untuk VW nya .. sambil wisata sambil belajar dan belanja juga tentang UMKM disekitar desa ini .. mantappp .. Disarankanenaknya keliling VW di pagi hari atau sore ya rekan2 ..;2
Keliling sekitar candi borobudur.;2
Ingin berkunjung lagi. Banyak spot foto. Tetapi disarsnkan lagi atau sore karena siang sangat panas.;2
Dgn vw tour svargabumi anda sekalian kami ajak berkeliling di desa wisata yg ada di sekitaran Borobudur berkunjung di smua wisata edukasi.;2
Mantap;2
Sebelum masuk candi borobudur alangkah baiknya mengenal kerajinan/umkm masyarakat setempat dgn kendaraan VW tour dan di akhiri berpose ria dgn vieu bukit menoreh.., ?? …;2
Kesini sama rombongan. Sewa VW Borobudur dan berkelilingi desa wisata dan destinasi wisata di daerah Borobudur. Mengunjungi beberapa UMKM yang ada di desa tersebut. Ada jamur, madu, diakhir perjalanan kita ke lapangan luas, lupa namanya lapangan apa. Ada namanya padahal di depan lapangannya. Dibelakangnya ada view gunung menoreh kalo gak salah ya. Terus foto-foto Instagramable dan take video yang seru juga. Pulangnya lihat candi Borobudur dari view yang berbeda. Ternyata kita lagi keliling belakang kawasan candi Borobudur. Ada hamparan sawah yang membentang. Warganya ramah-ramah. Seru sekali ingin lagi.;2
Trip yg Luar Biasa. Semua pelayanan sangat memuaskan. Next trip recomended Banget;2
Great services, admin dan drivernya ramah, dokumentasi keren2. Paketny komplit dg opsi2nya;2
Joss sangat memuaskan pelayanan prima bisa berkeliling ke berbagai destinasi di sekitar candi Borobudur;2
Vw. Nya keren keren?? …;2
Keren mantap ?? …;2
Keren;2
Mantappp wisata;2
Pelayanannya ramah, VW nya bagus2 dan bersih.....UMKM nya berfariasi.... ?? …;2
pelayanan bagus sekaliii, bapa nya ramaahh, destinasi wisata nya banyaaakk;2
Akhirnya bisa naik VW... Jalan2 keliling melewati desa2 sekitaran Borobudur.. Ramah di jalan lurus jg kuat di tanjakan.. Kereeennn;2
Perjalanan yang sangat berkesan kak, besok laen waktu bs ktmu lg ?? recommended …;2
Pass mantab sekali pokoknya . Vw trip wisata sukses selalu;2
Pengalaman yang sangat menarik dan menyenangkan. Drivernyapun sabar. Terima kasih;2
Top deh;2
Oke thanks vw trip wisata;1
Seru dan harga terjangkau;2
Mantapppp;2
Wisata lumayan refresh;1
Keren vw nya;2
terima kasih;1
"Perjalanan kami ke Borobudur Magelang kali ini terasa berbeda. Ini merupakan perjalanan saya ke sekian kalinya. Biasanya ketika saya pergi ke Borobudur entah bersama teman maupun keluarga dan rekan-rekan kerja , saya hanya mengunjungi Candi Borobudur. Hanya saja kali ini kunjungan saya sungguh berbeda. Saya merasakan sensasi yang luar biasa ketika ambil paket VW keliling desa sekitar Borobudur. Wahhh ...ternyata alam sekitar Borobudur sungguh keren . Yang paling saya suka adalah spot spot saat melintasi persawahan . Kunjungan ke pembudidayaan Jamur juga tak bisa dilupakan terus ke penangkaran lebah madu juga sangat mengedukasi. Jadi tambah pinter nih. Mobil VWnya warna warni dan bisa pilih sesuai selera. Drivernya ramah . Ada Pemandu Profesional juga yang menemani trip kami namanya mas Andreas. Pakai Baju adat Jawa blangkon dan Surjan wuih...serasa banget kami kembali ke era di mana camat-camat masih pakai VW untuk dinas mereka. Kami juga dapat air mineral selama perjalanan naik VW ini gratis, ditambah Caping yang bisa dipakai kalau perlu. Pokoknya asik banget. Pengen lagi nih ajak yang lain naik VW. O iya...sebelum lupa ...kami ambil paket short VW Cabrio Borobudur.
Sukses selalu buat VW Cabrio Borobudur, team dan Mas Andreas yang sangat mengesankan. Kami pasti kembali ke Borobudur untuk trip VW berikutnya... Ciao....Sarangheyo";2
"“AMAZING TRIP “ …bener bener mengesankan . setelah beberapa lama searching tentang Wisata VW di Borobudur akhirnya aku menemukan ini. WISATA VW BOROBUDUR by Cabrio…(semoga gak salah tulis). Suka banget dengan keramahan staf di lapangan terutama para Drivernya yang begitu sopan, informative dan ramah selama perjalanan. Kami mengambil paket short plus lunch dan coffee break. Menjelajahi Desa adalah pengalaman tak terlupakan. Bener ya Borobudur masih hijau dan seger . penduduknya juga ramah saat VW kami lewat. Kita berhenti di suatu tempat dengan view perbukitan menorah yang KEREN HABIS. Terus Mas andreas yang pakai Blangkon ( agak lucu orangnya ) mengajak kami berfoto rame rame. Drivernya sigap bantuin kita foto-foto centil…Maaf ya Pak Driver yang ganteng ganteng kalau kami agak rempong….hehhee tapi dua jempol buat pelayanannya … Mas Andreas Juga… eh kalau ke sini saya sarankan ambil trip dengan paket lunch karena serius ini “worth it banget !”  kunjungan ke lebah Madu juga nggak terlupakan …sedikit kasihan ama teman yang jahil akhirnya tersengat tawon….heheheh MADU ditangan kananmu …Sengat di pipimu….
Sukses selalu ya buat CABRIO BOROBUDUR dan team, Mas “ Blangkon” andreas…Next trip kita agendakan lagi bersama-sama ya…Salam sehat pariwisata …Muach";2
